 ,number,MoraActual,Colocado actual,Sucursal,FechaPrimerCompra,FechaUltimaCompra,Recencia,ComprasUltimoMes,ComprasPromedio6meses,ColocadoPromedio6meses,RentabilidadPromedioVale,RentabilidadPromedioMes,UsoLinea,LimiteCredito,LimiteContractual,Estatus,Nivel,R,F,M,Código RFM,Accion requerida
18834,17746,0,19599,Celaya,2025-06-20,2025-08-31,4,2,3,"$14,045",-$3,-$8,0.7518,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
18835,17747,0,39305,Uruapan,2025-06-19,2025-09-03,1,2,4,"$32,998",$404,"$1,749",0.9469777778,"$45,000","$100,000",Autorizado,Bronce,5,1,2,512,🎟️​ Crecer frecuencia
18836,17748,0,24564,El Fuerte,2025-06-19,2025-08-26,9,3,3,"$17,510",$336,$896,0.88784,"$25,000","$100,000",Autorizado,Inicial,4,2,3,423,🎟️​ Crecer frecuencia
18837,17749,0,39740,Uruapan,2025-06-20,2025-09-03,1,5,5,"$26,868",$232,"$1,083",0.9748,"$40,000","$100,000",Autorizado,Bronce,5,2,2,522,🏆 Candidata a Incremento
18838,17750,0,33282.23,Uruapan,2025-06-19,2025-08-04,31,1,4,"$33,856",$253,"$1,095",0.743178,"$40,000","$100,000",Bloqueado (Automatico),Bronce,2,1,2,212,🚨Impedir Abandono
18839,17751,0,19607,Cd Constitucion,2025-06-19,2025-08-18,17,3,3,"$17,216",-$24,-$63,0.62528,"$25,000","$100,000",Autorizado,Inicial,3,2,3,323,🥶Enfriándose
18840,17752,0,13971.53,Cardenas,2025-06-19,2025-07-28,38,0,2,"$16,299",$726,"$1,453",0.6855,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
18841,17753,0,16333,Morelia,2025-06-19,2025-09-02,2,2,3,"$16,443",$97,$291,0.96665,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
18842,17754,0,39600,Orizaba,2025-06-19,2025-08-19,16,3,4,"$29,733",$227,$984,0.8675,"$40,000","$100,000",Autorizado,Bronce,3,1,2,312,🥶Enfriándose
18843,17755,0,19874,Cardenas,2025-06-20,2025-08-30,5,3,3,"$18,125",$159,$477,0.9937,"$20,000","$100,000",Autorizado,Inicial,4,2,3,423,🏆 Candidata a Incremento
18844,17756,0,15604,Morelia,2025-06-19,2025-07-16,50,0,3,"$13,975",$882,"$2,205",0.7802,"$20,000","$40,000",Bloqueado (Automatico),Inicial,1,1,2,112,🫨 Reactivación
18845,17757,0,14625,Delicias,2025-06-19,2025-07-15,51,0,1,"$14,375","$1,273","$1,909",0.675,"$20,000","$100,000",Autorizado,Inicial,1,1,2,112,🫨 Reactivación
18846,17758,0,29548.53,Orizaba,2025-06-19,2025-08-17,18,3,4,"$25,338",$147,$541,0.8360666667,"$30,000","$100,000",Bloqueado,Bronce,3,1,2,312,🥶Enfriándose
18847,17759,0,16703.49,Matamoros,2025-06-19,2025-09-01,3,2,3,"$16,684",$33,$87,0.98115,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
18848,17760,0,19650,Macuspana,2025-06-19,2025-08-30,5,3,3,"$19,133",$224,$597,0.9825,"$20,000","$100,000",Autorizado,Inicial,4,2,3,423,🏆 Candidata a Incremento
18849,17761,0,5499,Torreon,2025-06-28,2025-07-08,58,0,2,"$7,111",$178,$267,0.27495,"$20,000","$40,000",Autorizado,Inicial,1,1,1,111,🫨 Reactivación
18851,17763,0,39537,Calera,2025-06-20,2025-08-27,8,3,6,"$33,125",$287,"$1,720",0.858,"$40,000","$100,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
18852,17764,0,45312,Xalapa,2025-06-19,2025-08-26,9,3,4,"$39,354",-$3,-$10,0.75748,"$50,000","$100,000",Autorizado,Bronce,4,1,3,413,🎟️​ Crecer frecuencia
18853,17765,0,18957,Navolato,2025-06-19,2025-08-26,9,2,2,"$11,402",$19,$38,0.4963714286,"$35,000","$400,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
18854,17766,0,19748,Martinez de la Torre,2025-06-19,2025-08-25,10,2,3,"$16,149",$74,$198,0.84315,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
18855,17767,0,19592,Cabo San Lucas,2025-06-19,2025-09-01,3,2,3,"$19,169",-$4,-$12,0.98368,"$25,000","$100,000",Bloqueado (Automatico),Inicial,4,1,3,413,🏆 Candidata a Incremento
9477,8763,138,112823.2,La Paz,2023-06-20,2025-04-07,150,0,6,"$113,079",$288,"$1,727",0.9810713043,"$115,000","$160,000",Bloqueado (Automatico),Oro,1,1,3,113,🏆 Candidata a Incremento
18856,17768,0,18824,Manzanillo,2025-06-19,2025-09-03,1,1,2,"$15,859",$659,"$1,538",0.993,"$20,000","$100,000",Autorizado,Inicial,5,1,3,513,🏆 Candidata a Incremento
18857,17769,0,24663,Santiago Papasquiaro,2025-06-20,2025-08-30,5,4,4,"$19,881",$121,$445,0.98652,"$25,000","$100,000",Autorizado,Inicial,4,2,3,423,🏆 Candidata a Incremento
18858,17770,0,24689.34,Torreon,2025-06-19,2025-09-01,3,3,3,"$20,371",$83,$221,0.9906,"$25,000","$100,000",Autorizado,Bronce,4,1,2,412,🏆 Candidata a Incremento
18859,17771,0,24601,Zacatecas,2025-06-20,2025-09-04,0,3,3,"$19,964",$307,$920,0.85312,"$25,000","$100,000",Autorizado,Inicial,5,2,3,523,🎟️​ Crecer frecuencia
18860,17772,0,39550,Casas Grandes,2025-06-23,2025-09-03,1,2,4,"$33,376",$347,"$1,271",0.988375,"$40,000","$400,000",Autorizado,Bronce,5,1,2,512,🏆 Candidata a Incremento
18861,17773,0,14375,Orizaba,2025-06-20,2025-07-18,48,0,2,"$16,500",$601,"$1,202",0.71875,"$20,000","$100,000",Autorizado,Inicial,1,1,2,112,🫨 Reactivación
18862,17774,0,29882,Acayucan,2025-06-19,2025-09-02,2,2,4,"$29,827",$247,$905,0.9921333333,"$30,000","$100,000",Autorizado,Bronce,4,1,2,412,🏆 Candidata a Incremento
18863,17775,0,29775,Uruapan,2025-06-19,2025-08-18,17,2,4,"$27,825",$260,$908,0.8825,"$30,000","$400,000",Autorizado,Bronce,3,1,2,312,🥶Enfriándose
18864,17776,0,26364,Zacatecas,2025-06-19,2025-09-03,1,2,3,"$28,576",$302,$907,0.9954666667,"$30,000","$400,000",Autorizado,Bronce,5,1,2,512,🏆 Candidata a Incremento
18865,17777,0,4381,Gomez Palacio,2025-06-20,2025-08-06,29,2,1,"$2,293",$41,$55,0.1799,"$20,000","$100,000",Autorizado,Inicial,3,1,1,311,🥶Enfriándose
18866,17778,0,1123.62,Tepic,2025-06-21,2025-06-21,75,0,1,"$1,312",$460,$460,0.0515,"$20,000","$40,000",Autorizado,Inicial,1,1,1,111,🫨 Reactivación
18867,17779,0,38468.96,Zamora,2025-06-25,2025-08-19,16,3,3,"$24,265",$761,"$2,282",0.8809,"$40,000","$100,000",Autorizado,Bronce,3,1,2,312,🥶Enfriándose
18868,17780,0,19375,Gomez Palacio,2025-06-23,2025-08-29,6,1,2,"$14,917",$17,$33,0.85,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
18869,17781,0,15837,Irapuato,2025-06-21,2025-07-28,38,0,3,"$17,116",$484,"$1,453",0.69585,"$20,000","$40,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
18870,17782,0,17100,CD Altamira,2025-06-20,2025-09-02,2,1,2,"$18,867",$262,$612,0.88,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
18871,17783,0,18462,Tampico,2025-06-20,2025-08-07,28,1,2,"$14,737",$866,"$1,443",0.8487,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
18872,17784,0,22332,Rosarito,2025-06-20,2025-08-29,6,3,3,"$19,944",-$250,-$751,0.89328,"$25,000","$100,000",Autorizado,Inicial,4,2,3,423,🎟️​ Crecer frecuencia
18873,17785,0,26783,Guasave,2025-06-22,2025-09-02,2,2,3,"$23,794",$251,$752,0.9927666667,"$30,000","$400,000",Autorizado,Bronce,4,1,2,412,🏆 Candidata a Incremento
18874,17786,0,15815,Rosarito,2025-06-20,2025-08-02,33,1,2,"$13,424",$223,$371,0.52692,"$25,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
9252,8538,108,111018.91,Macuspana,2023-05-25,2025-05-08,119,0,5,"$120,787",$116,$617,0.8223622963,"$135,000","$300,000",Bloqueado,Oro,1,1,3,113,🧊 Hibernando
18875,17787,0,11166,Caborca,2025-06-20,2025-08-06,29,1,1,"$9,166",-$44,-$59,0.5583,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
4614,3926,31,110687.14,Culiacan,2021-04-28,2025-07-30,36,0,8,"$100,658",$137,"$1,044",0.9595384348,"$115,000","$250,000",Bloqueado (Automatico),Oro,2,1,3,213,🏆 Candidata a Incremento
18876,17788,0,39869,Monclova,2025-06-20,2025-08-30,5,4,4,"$31,956",$457,"$1,826",0.996725,"$40,000","$100,000",Autorizado,Bronce,4,2,2,422,🏆 Candidata a Incremento
18877,17789,0,19782,CD Valles,2025-06-21,2025-08-22,13,2,3,"$17,721",$201,$604,0.86325,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
18878,17790,0,3125,Puerto Vallarta,2025-06-26,2025-06-26,70,0,1,"$4,167",$8,$8,0.125,"$20,000","$100,000",Autorizado,Inicial,1,1,1,111,🫨 Reactivación
18879,17791,0,19910,Irapuato,2025-06-21,2025-08-20,15,2,3,"$18,636",-$32,-$84,0.7579,"$20,000","$40,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
18880,17792,0,13750,Durango,2025-06-20,2025-07-25,41,0,2,"$12,533",$202,$405,0.55,"$25,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
18881,17793,0,14622,La Paz,2025-06-21,2025-09-03,1,0,4,"$17,186","$1,105","$4,420",0.82488,"$25,000","$100,000",Autorizado,Inicial,5,1,2,512,🎟️​ Crecer frecuencia
18882,17794,0,19581.89,Villahermosa,2025-06-21,2025-08-18,17,1,2,"$18,832",$428,$857,0.86575,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
18883,17795,16,15496.57,CD Madero,2025-06-20,2025-07-19,47,0,3,"$17,090",$235,$706,0.7748285,"$20,000","$100,000",Bloqueado,Inicial,1,1,2,112,🫨 Reactivación
18884,17796,0,19624.36,CD Mante,2025-06-23,2025-08-18,17,2,2,"$14,833",-$132,-$309,0.76665,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
18885,17797,0,39920,Cadereyta,2025-06-20,2025-08-31,4,3,4,"$35,003",$164,$658,0.998,"$40,000","$400,000",Autorizado,Bronce,4,1,2,412,🏆 Candidata a Incremento
9474,8760,108,110082.54,Eldorado,2023-06-20,2025-03-19,169,0,11,"$149,315",$124,"$1,365",0.4440165432,"$243,000","$400,000",Bloqueado (Automatico),Oro,1,1,3,113,🧊 Hibernando
18886,17798,0,15742,Vicente Guerrero,2025-06-21,2025-09-03,1,1,2,"$17,433",$624,"$1,247",0.86968,"$25,000","$100,000",Autorizado,Inicial,5,1,2,512,🎟️​ Crecer frecuencia
18887,17799,0,21774.81,Teapa,2025-06-21,2025-07-17,49,0,4,"$25,571",$112,$390,0.6633333333,"$30,000","$400,000",Autorizado,Bronce,1,1,2,112,🫨 Reactivación
18888,17800,0,39208,CD Madero,2025-06-21,2025-08-16,19,2,3,"$29,861",$110,$368,0.830175,"$40,000","$100,000",Autorizado,Bronce,3,1,2,312,🥶Enfriándose
9154,8440,169,109357.25,Eldorado,2023-05-18,2025-03-05,183,0,3,"$109,431",$985,"$2,956",0.9037789256,"$121,000","$160,000",Bloqueado (Automatico),Oro,1,1,3,113,🧊 Hibernando
18889,17801,0,10832,Orizaba,2025-06-20,2025-08-12,23,1,2,"$10,421",$70,$139,0.5416,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
18890,17802,0,2791,El Fuerte,2025-06-21,2025-09-01,3,0,3,"$5,736",-$62,-$186,0.43955,"$20,000","$100,000",Autorizado,Inicial,4,1,1,411,🎟️​ Crecer frecuencia
18891,17803,0,9975,Tuxpan,2025-06-21,2025-07-06,60,0,2,"$8,288",$230,$459,0.49875,"$20,000","$100,000",Bloqueado,Inicial,1,1,2,112,🫨 Reactivación
14021,13106,47,109062,Durango,2024-08-30,2025-07-09,57,0,5,"$100,970",$299,"$1,496",0.9914727273,"$110,000","$400,000",Bloqueado (Automatico),Oro,1,1,3,113,🏆 Candidata a Incremento
8864,8150,31,109050,Macuspana,2023-04-13,2025-07-29,37,0,6,"$107,513",$123,$736,0.8724,"$125,000","$300,000",Bloqueado (Automatico),Oro,2,1,3,213,🚨Impedir Abandono
12125,11298,138,108879.19,San Pedro de las Colonias,2024-03-08,2025-04-12,145,0,4,"$113,335",$285,"$1,281",0.9073265833,"$120,000","$400,000",Bloqueado (Automatico),Oro,1,1,3,113,🧊 Hibernando
18892,17804,0,19574,Acayucan,2025-06-21,2025-09-02,2,2,3,"$17,455",$70,$188,0.97785,"$20,000","$40,000",Autorizado,Inicial,4,1,3,413,🏆 Candidata a Incremento
18893,17805,0,15219.84,Teapa,2025-06-21,2025-09-03,1,3,3,"$14,962",$119,$356,0.89,"$20,000","$100,000",Autorizado,Inicial,5,2,2,522,🎟️​ Crecer frecuencia
18894,17806,0,20000,Teapa,2025-06-21,2025-08-20,15,2,2,"$17,667",$256,$512,0.865,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
13552,12637,77,108525.4,Los Mochis,2024-07-20,2025-06-18,78,0,6,"$109,055",$146,$948,0.9865945455,"$110,000","$400,000",Bloqueado (Automatico),Oro,1,1,3,113,🏆 Candidata a Incremento
18895,17807,0,24624.6,Cd Constitucion,2025-06-21,2025-08-25,10,3,3,"$19,147",$602,"$1,604",0.91056,"$25,000","$100,000",Autorizado,Inicial,4,2,3,423,🎟️​ Crecer frecuencia
18896,17808,0,16259,Orizaba,2025-06-21,2025-08-18,17,2,2,"$14,773",$65,$151,0.81295,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
18897,17809,0,39862,Calera,2025-06-22,2025-09-03,1,2,4,"$39,953",$626,"$2,712",0.992525,"$40,000","$40,000",Autorizado,Bronce,5,1,2,512,🏆 Candidata a Incremento
18898,17810,0,16850,Comalcalco,2025-06-21,2025-09-01,3,1,2,"$18,467",$224,$522,0.9925,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
18899,17811,0,19699,Parral,2025-06-21,2025-09-03,1,3,3,"$16,013",$327,"$1,091",0.9616,"$20,000","$100,000",Autorizado,Inicial,5,2,3,523,🏆 Candidata a Incremento
18900,17812,0,16480,Martinez de la Torre,2025-06-22,2025-09-03,1,2,3,"$17,949",$26,$78,0.974,"$20,000","$100,000",Autorizado,Inicial,5,1,2,512,🏆 Candidata a Incremento
18901,17813,0,5125,Culiacan,2025-06-21,2025-06-21,75,0,2,"$6,275",$715,"$1,429",0.128125,"$40,000","$100,000",Autorizado,Inicial,1,1,1,111,🫨 Reactivación
18902,17814,0,33150,Linares,2025-06-25,2025-08-16,19,6,4,"$18,217",$230,$921,0.82875,"$40,000","$100,000",Autorizado,Inicial,3,3,4,334,🥶Enfriándose
18903,17815,0,21280,Veracruz,2025-06-21,2025-08-22,13,3,3,"$19,385",$103,$309,0.8512,"$25,000","$100,000",Autorizado,Inicial,4,2,3,423,🎟️​ Crecer frecuencia
18904,17816,0,28725,La Paz,2025-06-22,2025-08-31,4,2,3,"$29,450",$77,$258,0.9575,"$30,000","$400,000",Autorizado,Bronce,4,1,2,412,🏆 Candidata a Incremento
18905,17817,0,3500,Navojoa,2025-07-01,2025-08-22,13,1,2,"$2,333",$48,$72,0.175,"$20,000","$100,000",Autorizado,Inicial,4,1,1,411,🎟️​ Crecer frecuencia
18906,17818,0,21623,Cd Constitucion,2025-06-21,2025-09-03,1,1,2,"$19,916",$209,$418,0.98488,"$25,000","$100,000",Autorizado,Inicial,5,1,3,513,🏆 Candidata a Incremento
18907,17819,0,39529.91,Manzanillo,2025-06-21,2025-09-03,1,4,5,"$35,626",$158,$737,0.998275,"$40,000","$100,000",Autorizado,Bronce,5,2,2,522,🏆 Candidata a Incremento
18908,17820,0,15364,Patzcuaro,2025-06-21,2025-08-30,5,1,2,"$11,477",$99,$166,0.6632,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
18909,17821,0,22500,Vicente Guerrero,2025-06-24,2025-09-01,3,2,2,"$12,450",$110,$183,0.8483333333,"$30,000","$400,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
18910,17822,0,19559,Sombrerete,2025-06-21,2025-08-18,17,2,2,"$16,092",$483,"$1,127",0.86135,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
18911,17823,0,24124,Santiago Papasquiaro,2025-06-21,2025-08-23,12,2,2,"$20,361",$653,"$1,524",0.89328,"$25,000","$100,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
18912,17824,0,13249,Torreon,2025-06-21,2025-07-16,50,0,3,"$14,777",-$81,-$203,0.49785,"$20,000","$100,000",Autorizado,Inicial,1,1,2,112,🫨 Reactivación
18913,17825,0,19832.77,Veracruz,2025-06-21,2025-09-02,2,2,3,"$19,778",-$19,-$52,0.99785,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🏆 Candidata a Incremento
7736,7048,92,107304.96,Gomez Palacio,2022-11-05,2025-05-12,115,0,9,"$108,776",$18,$169,0.9754996364,"$110,000","$400,000",Bloqueado (Automatico),Oro,1,1,3,113,🏆 Candidata a Incremento
18914,17826,0,16575,Santiago Papasquiaro,2025-06-27,2025-09-01,3,2,2,"$13,600",$128,$255,0.97875,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
18915,17827,0,17838,Vicente Guerrero,2025-06-23,2025-08-20,15,2,2,"$16,593",$522,"$1,044",0.8919,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
18916,17828,0,17984,Ensenada,2025-06-24,2025-08-18,17,1,2,"$19,192",$578,"$1,155",0.8992,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
11066,10303,108,106715,Camargo,2023-11-30,2025-04-18,139,0,6,"$108,503",$368,"$2,391",0.8208846154,"$130,000","$400,000",Bloqueado (Automatico),Oro,1,1,3,113,🧊 Hibernando
18917,17829,0,18243.45,Chihuahua,2025-06-24,2025-08-11,24,1,2,"$13,330",$748,"$1,495",0.8371,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
18918,17830,0,17513,Celaya,2025-06-24,2025-08-02,33,1,2,"$18,611",$336,$672,0.7692,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
18919,17831,0,17552,Saltillo,2025-06-25,2025-08-06,29,1,2,"$18,416",$505,"$1,009",0.76775,"$20,000","$100,000",Bloqueado,Inicial,3,1,2,312,🥶Enfriándose
18920,17832,0,19582,Coatzacoalcos,2025-06-23,2025-08-24,11,1,2,"$17,083",$407,$814,0.9791,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🏆 Candidata a Incremento
18921,17833,0,19600,Matamoros,2025-06-26,2025-08-22,13,2,2,"$13,800",$288,$481,0.87,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
18922,17834,0,14707.95,Torreon,2025-06-23,2025-08-28,7,2,2,"$9,819",$469,$938,0.6833,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
18923,17835,0,18900,CD Mante,2025-06-24,2025-08-15,20,1,2,"$14,300",$268,$447,0.825,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
18924,17836,0,39664.52,Uruapan,2025-06-24,2025-08-21,14,3,5,"$28,933",$196,$916,0.859275,"$40,000","$100,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
18926,17838,0,19299,El Fuerte,2025-06-24,2025-08-25,10,2,2,"$12,655",$200,$467,0.8466,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
18959,17839,0,35666,Comalcalco,2025-06-25,2025-08-25,10,3,4,"$22,522",$241,$882,0.89165,"$40,000","$100,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
18960,17840,0,17200,Acayucan,2025-06-24,2025-08-18,17,2,3,"$18,400",$206,$550,0.86,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
18961,17841,0,20000,Minatitlan,2025-06-30,2025-08-18,17,2,2,"$12,792",$14,$28,0.83435,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
18962,17842,0,15600,Cordoba,2025-06-24,2025-08-24,11,2,2,"$9,000",$316,$474,0.72,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
18963,17843,0,35024,Delicias,2025-06-24,2025-08-16,19,2,3,"$27,875",$418,"$1,394",0.8756,"$40,000","$100,000",Autorizado,Bronce,3,1,2,312,🥶Enfriándose
18964,17844,0,11474,Hermosillo,2025-06-26,2025-09-02,2,3,2,"$6,081",$390,$780,0.7071,"$20,000","$40,000",Autorizado,Inicial,4,2,2,422,🎟️​ Crecer frecuencia
18965,17845,0,19782,Tecate,2025-06-24,2025-08-31,4,3,2,"$15,744",$525,"$1,225",0.9891,"$20,000","$100,000",Autorizado,Inicial,4,2,3,423,🏆 Candidata a Incremento
18966,17846,0,19671.58,Magdalena de Kino,2025-06-24,2025-08-19,16,3,3,"$12,668",$182,$545,0.8385,"$20,000","$100,000",Autorizado,Inicial,3,2,3,323,🥶Enfriándose
18967,17847,0,19824.79,Durango,2025-06-24,2025-08-20,15,1,3,"$19,366",$501,"$1,252",0.88,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
18968,17848,0,17021.65,Zamora,2025-06-24,2025-09-01,3,1,2,"$18,865",$87,$204,0.9798,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
18969,17849,0,19817,Zamora,2025-06-27,2025-08-22,13,1,2,"$14,859",$780,"$1,301",0.9173,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
18970,17850,0,15956.47,Acayucan,2025-06-25,2025-09-02,2,0,2,"$17,610",$935,"$1,871",0.99995,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
18971,17851,0,14996,Ensenada,2025-06-24,2025-09-02,2,0,4,"$17,498","$1,081","$4,325",0.9998,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
18972,17852,0,45562,Navolato,2025-06-25,2025-08-24,11,5,4,"$32,117",$219,$875,0.91124,"$50,000","$400,000",Autorizado,Bronce,4,2,3,423,🎟️​ Crecer frecuencia
18973,17853,0,16561.91,Chihuahua,2025-06-24,2025-07-20,46,0,3,"$16,187",$692,"$1,729",0.74215,"$20,000","$100,000",Autorizado,Inicial,1,1,2,112,🫨 Reactivación
18974,17854,0,16506,Silao,2025-06-24,2025-09-02,2,2,3,"$17,156",$308,"$1,025",0.9753,"$20,000","$40,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
18975,17855,0,13774,Acayucan,2025-06-25,2025-08-18,17,2,2,"$16,594",$381,$762,0.6887,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
18976,17856,0,39525,Torreon,2025-06-24,2025-09-03,1,1,4,"$33,699",$286,"$1,049",0.988325,"$40,000","$400,000",Autorizado,Bronce,5,1,2,512,🏆 Candidata a Incremento
18977,17857,0,11612,Casas Grandes,2025-06-26,2025-08-02,33,1,1,"$7,412",$204,$204,0.259775,"$40,000","$400,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
18978,17858,0,28724,Guadalupe Victoria,2025-06-25,2025-09-03,1,2,4,"$24,912",$84,$306,0.9562,"$30,000","$400,000",Autorizado,Bronce,5,1,2,512,🏆 Candidata a Incremento
18979,17859,0,19975.66,Acayucan,2025-06-24,2025-08-26,9,2,2,"$14,950",$422,$843,0.879,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
18980,17860,0,23625,Orizaba,2025-06-24,2025-08-26,9,3,3,"$15,333",$104,$311,0.7875,"$30,000","$100,000",Autorizado,Inicial,4,2,3,423,🎟️​ Crecer frecuencia
18981,17861,0,39599.99,Guaymas,2025-06-25,2025-08-26,9,4,3,"$22,367",$535,"$1,427",0.904275,"$40,000","$100,000",Autorizado,Bronce,4,2,2,422,🎟️​ Crecer frecuencia
18982,17862,0,19771.84,Monclova,2025-06-25,2025-09-03,1,2,3,"$19,915",$21,$56,0.99685,"$20,000","$100,000",Autorizado,Inicial,5,1,3,513,🏆 Candidata a Incremento
18983,17863,0,17076,Caborca,2025-06-25,2025-09-03,1,2,2,"$18,173",$89,$207,0.9788,"$20,000","$400,000",Autorizado,Inicial,5,1,2,512,🏆 Candidata a Incremento
18984,17864,0,19766,Delicias,2025-06-25,2025-09-01,3,2,2,"$19,825",$683,"$1,593",0.98165,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🏆 Candidata a Incremento
18985,17865,0,19546.64,Calera,2025-06-25,2025-09-03,1,2,3,"$19,715",$121,$322,0.99165,"$20,000","$100,000",Autorizado,Inicial,5,1,3,513,🏆 Candidata a Incremento
18986,17866,0,16948,Mazatlan,2025-06-25,2025-08-27,8,1,2,"$17,088",$136,$227,0.7632,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
18987,17867,0,26164,Torreon,2025-06-26,2025-08-20,15,2,3,"$24,932",$118,$354,0.8721333333,"$30,000","$400,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
8443,7729,169,100599.77,Guasave,2023-02-26,2025-03-12,176,0,3,"$100,600",-$18,-$53,0.6797281757,"$148,000","$400,000",Bloqueado (Automatico),Oro,1,1,3,113,🧊 Hibernando
18988,17868,0,19789,San Pedro de las Colonias,2025-06-27,2025-08-19,16,1,2,"$17,527",$289,$675,0.8694,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
18989,17869,0,29768,Gomez Palacio,2025-06-25,2025-08-29,6,2,3,"$23,310",$124,$412,0.8857,"$30,000","$400,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
18990,17870,0,4949,Francisco I Madero,2025-06-26,2025-08-15,20,1,2,"$5,422",$113,$227,0.103525,"$40,000","$100,000",Autorizado,Inicial,3,1,1,311,🥶Enfriándose
18991,17871,0,19724,Teapa,2025-06-25,2025-09-01,3,2,2,"$11,113",$284,$663,0.9791,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🏆 Candidata a Incremento
18992,17872,0,9999,Costa Rica,2025-06-28,2025-07-15,51,0,2,"$7,472",$308,$615,0.4291,"$20,000","$100,000",Autorizado,Inicial,1,1,2,112,🫨 Reactivación
18993,17873,0,14699,Santiago Papasquiaro,2025-06-25,2025-09-01,3,1,2,"$14,311",$283,$472,0.98495,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
